transacao_id,cliente_id,valor,tipo,categoria,metodo_pagamento,data_transacao
4b682c15,24,2016.64,compra,automotivo,PIX,2025-01-27 22:41:00
8c606d74,28,1966.53,compra,automotivo,boleto,2025-03-08 22:41:00
45575023,18,2129.19,venda,alimentação,cartão de crédito,2025-03-09 22:41:00
733e6a77,93,1451.35,venda,alimentação,boleto,2025-02-17 22:41:00
f00ff74c,9,684.67,compra,vestuário,PIX,2025-03-06 22:41:00
dd873d0b,89,4770.29,compra,automotivo,cartão de crédito,2025-02-13 22:41:00
6f8dbb18,84,562.15,venda,eletrônicos,transferência,2025-02-17 22:41:00
52956c82,47,669.64,venda,automotivo,PIX,2025-02-01 22:41:00
cf9ff6d3,57,240.81,compra,automotivo,cartão de crédito,2025-02-15 22:41:00
98e5c73d,14,1884.56,venda,alimentação,PIX,2025-03-02 22:41:00
2b627222,81,1386.54,compra,vestuário,boleto,2025-02-19 22:41:00
5029e8a8,8,1186.34,compra,livros,PIX,2025-02-09 22:41:00
0ec9e733,58,4909.5,venda,automotivo,cartão de crédito,2025-01-27 22:41:00
a5da9278,6,3352.8,venda,vestuário,PIX,2025-01-10 22:41:00
66262274,85,960.3,venda,eletrônicos,PIX,2025-02-05 22:41:00
bb911b0f,31,3319.7,compra,vestuário,PIX,2025-01-13 22:41:00
f41f70d4,16,1170.41,venda,livros,PIX,2025-01-24 22:41:00
7a6e53cb,70,3746.69,compra,livros,boleto,2025-02-23 22:41:00
819ab6e6,63,3553.76,venda,eletrônicos,boleto,2025-03-09 22:41:00
d18da7ba,16,4106.45,venda,livros,cartão de crédito,2025-02-04 22:41:00
59b47652,98,2307.56,venda,vestuário,cartão de crédito,2025-02-23 22:41:00
7a5e6a1b,38,3843.4,compra,alimentação,boleto,2025-03-03 22:41:00
58829d70,16,2311.17,compra,vestuário,boleto,2025-02-28 22:41:00
7d4186f0,43,567.94,venda,alimentação,transferência,2025-01-16 22:41:00
1eb4b43f,9,3975.07,compra,automotivo,boleto,2025-02-19 22:41:00
98e00ec6,74,1168.08,venda,alimentação,PIX,2025-01-21 22:41:00
e10b5a20,99,248.11,venda,alimentação,transferência,2025-02-17 22:41:00
d5ba5726,32,1470.71,compra,automotivo,boleto,2025-01-26 22:41:00
a46614e1,71,1281.78,compra,vestuário,transferência,2025-02-03 22:41:00
c12ea504,43,3338.37,compra,livros,PIX,2025-01-15 22:41:00
5aeafbe2,100,2363.83,compra,livros,boleto,2025-03-08 22:41:00
3927709e,85,3318.87,venda,eletrônicos,boleto,2025-01-24 22:41:00
7c702d56,63,1841.72,compra,eletrônicos,cartão de crédito,2025-02-06 22:41:00
82fcc406,55,1150.95,venda,livros,transferência,2025-02-08 22:41:00
747b8b8a,9,1727.19,venda,livros,PIX,2025-01-29 22:41:00
f5397a79,10,138.77,venda,livros,cartão de crédito,2025-02-11 22:41:00
f2250347,59,1338.88,venda,automotivo,boleto,2025-02-01 22:41:00
11ef42a3,57,4626.26,compra,vestuário,cartão de crédito,2025-02-26 22:41:00
01b7957b,62,817.83,venda,automotivo,boleto,2025-03-03 22:41:00
39e8f83b,48,1775.53,venda,eletrônicos,cartão de crédito,2025-01-22 22:41:00
d2be4942,56,399.73,venda,livros,PIX,2025-01-27 22:41:00
c0fd2545,20,3198.2,venda,livros,boleto,2025-03-03 22:41:00
6aa97d62,90,3470.35,venda,vestuário,PIX,2025-01-18 22:41:00
9cdd21a9,74,4742.91,compra,livros,transferência,2025-02-26 22:41:00
149c4eae,21,1833.16,compra,vestuário,boleto,2025-01-20 22:41:00
e1f0f4aa,42,4314.72,compra,livros,cartão de crédito,2025-01-14 22:41:00
6ddde1ce,54,4223.59,venda,automotivo,boleto,2025-02-15 22:41:00
cf725318,29,3068.76,venda,vestuário,PIX,2025-03-10 22:41:00
fb0c4c00,56,3613.26,compra,livros,cartão de crédito,2025-02-03 22:41:00
4b0449b5,82,3208.98,venda,vestuário,transferência,2025-02-19 22:41:00
cf2fc011,43,3557.91,venda,automotivo,cartão de crédito,2025-02-09 22:41:00
435f6815,99,2166.44,venda,vestuário,boleto,2025-02-20 22:41:00
cbe440a7,88,1656.63,compra,eletrônicos,cartão de crédito,2025-01-29 22:41:00
7c1beda0,50,546.39,compra,automotivo,cartão de crédito,2025-02-24 22:41:00
711d992c,60,2195.2,venda,automotivo,transferência,2025-02-05 22:41:00
c5d315f1,6,4469.43,compra,eletrônicos,transferência,2025-01-20 22:41:00
5b969983,32,4888.88,compra,alimentação,transferência,2025-02-13 22:41:00
94056cc8,74,587.29,venda,vestuário,boleto,2025-02-27 22:41:00
d700e6c0,43,4656.57,venda,livros,cartão de crédito,2025-01-17 22:41:00
41f2bf54,100,2297.94,venda,automotivo,PIX,2025-02-17 22:41:00
a56d2f19,70,51.39,compra,livros,boleto,2025-02-22 22:41:00
ca0490e9,74,1099.33,venda,vestuário,cartão de crédito,2025-02-27 22:41:00
68777230,83,424.85,compra,eletrônicos,boleto,2025-02-06 22:41:00
20b8d7f3,99,3084.32,venda,alimentação,PIX,2025-03-07 22:41:00
80a87ccd,8,4498.13,compra,eletrônicos,transferência,2025-01-20 22:41:00
aaf8a671,62,2596.72,compra,vestuário,cartão de crédito,2025-02-09 22:41:00
a281dd16,70,3696.57,venda,eletrônicos,boleto,2025-01-10 22:41:00
461de40e,20,694.84,compra,livros,transferência,2025-01-27 22:41:00
7eea2f43,15,426.75,compra,eletrônicos,transferência,2025-01-11 22:41:00
8f98f3b7,9,2941.08,venda,alimentação,cartão de crédito,2025-02-11 22:41:00
9e918474,72,4247.0,venda,livros,boleto,2025-03-04 22:41:00
06a6d882,36,2757.03,venda,automotivo,PIX,2025-01-24 22:41:00
3d1e611e,88,4226.0,venda,alimentação,transferência,2025-01-22 22:41:00
3ce54512,20,2158.0,compra,automotivo,boleto,2025-02-06 22:41:00
8da10adb,44,2812.38,compra,alimentação,PIX,2025-03-05 22:41:00
9c0039fa,63,2417.82,compra,vestuário,PIX,2025-02-21 22:41:00
3039822e,22,2100.16,venda,automotivo,PIX,2025-02-02 22:41:00
d5aa25c1,51,476.39,compra,automotivo,transferência,2025-02-04 22:41:00
a1660956,96,440.59,venda,automotivo,cartão de crédito,2025-02-13 22:41:00
3a8b8c5f,41,1502.85,compra,eletrônicos,transferência,2025-03-05 22:41:00
8e8956b8,30,2000.46,compra,alimentação,cartão de crédito,2025-01-26 22:41:00
d4a4b4b0,28,3030.98,venda,automotivo,boleto,2025-01-23 22:41:00
97de0894,46,3362.49,compra,alimentação,cartão de crédito,2025-03-07 22:41:00
2ed946f0,90,738.56,venda,automotivo,cartão de crédito,2025-01-22 22:41:00
a2549e12,71,2204.47,venda,eletrônicos,cartão de crédito,2025-02-25 22:41:00
9f934baa,78,890.7,venda,eletrônicos,PIX,2025-01-30 22:41:00
6949da1f,62,4500.43,venda,eletrônicos,PIX,2025-01-22 22:41:00
70489f15,27,3401.54,compra,livros,boleto,2025-02-15 22:41:00
c5d41646,15,1925.85,venda,livros,cartão de crédito,2025-02-06 22:41:00
99d0d8ce,73,100.01,venda,alimentação,PIX,2025-01-23 22:41:00
284c3bdd,17,280.92,venda,eletrônicos,boleto,2025-02-11 22:41:00
8bd2aa53,18,3193.86,compra,automotivo,PIX,2025-02-26 22:41:00
d04c91cf,42,3134.14,compra,alimentação,PIX,2025-02-25 22:41:00
5a6e0bc5,58,3485.03,compra,livros,transferência,2025-02-18 22:41:00
748eb112,17,656.66,compra,alimentação,transferência,2025-01-28 22:41:00
5808e917,100,196.05,venda,alimentação,transferência,2025-02-03 22:41:00
b48d62b7,81,2684.43,venda,automotivo,PIX,2025-02-27 22:41:00
d2af3482,36,3575.2,compra,livros,transferência,2025-01-20 22:41:00
924944de,29,481.61,compra,livros,cartão de crédito,2025-01-18 22:41:00
4ca1f792,32,3768.52,venda,alimentação,cartão de crédito,2025-02-21 22:41:00
ba15d50e,92,847.67,venda,alimentação,cartão de crédito,2025-02-05 22:41:00
047b336b,84,2140.46,venda,automotivo,boleto,2025-03-08 22:41:00
fbf3d7f6,49,4847.35,compra,automotivo,boleto,2025-03-09 22:41:00
46a1be2e,57,4049.33,venda,eletrônicos,PIX,2025-02-08 22:41:00
8c0024bc,38,314.52,compra,eletrônicos,boleto,2025-01-14 22:41:00
2eb31331,87,1014.42,venda,vestuário,boleto,2025-03-04 22:41:00
2c4a3ca8,21,2526.8,venda,vestuário,transferência,2025-01-24 22:41:00
293db176,79,1382.46,venda,automotivo,transferência,2025-01-15 22:41:00
d93a9a6e,52,4154.55,compra,vestuário,cartão de crédito,2025-02-07 22:41:00
115dd54b,21,2045.0,compra,alimentação,transferência,2025-02-22 22:41:00
65ecfaf3,75,3974.78,compra,automotivo,transferência,2025-01-13 22:41:00
1497d431,49,574.48,venda,vestuário,PIX,2025-02-02 22:41:00
2ab5d2d9,68,361.51,compra,automotivo,PIX,2025-02-16 22:41:00
3758f0cf,65,527.93,venda,livros,transferência,2025-01-16 22:41:00
8549a452,17,3306.28,compra,eletrônicos,transferência,2025-02-22 22:41:00
64654ce2,11,2530.52,venda,vestuário,PIX,2025-03-01 22:41:00
9e98c3b1,67,960.08,compra,vestuário,PIX,2025-01-23 22:41:00
91d3dca2,53,1579.72,venda,livros,transferência,2025-03-05 22:41:00
a203d147,75,870.17,venda,vestuário,boleto,2025-03-07 22:41:00
b3241110,26,1201.29,compra,alimentação,transferência,2025-03-03 22:41:00
c059a715,88,1545.48,compra,eletrônicos,cartão de crédito,2025-01-13 22:41:00
556f9608,8,606.88,venda,livros,boleto,2025-01-10 22:41:00
f762c4b8,2,2086.64,compra,vestuário,PIX,2025-01-18 22:41:00
fd97b373,64,700.48,compra,vestuário,transferência,2025-01-13 22:41:00
aec472f2,87,1523.9,venda,livros,transferência,2025-01-16 22:41:00
f5c47941,16,3007.33,compra,livros,PIX,2025-01-26 22:41:00
9c991975,20,3207.95,compra,livros,boleto,2025-02-11 22:41:00
22e0f7c3,92,1423.36,venda,alimentação,cartão de crédito,2025-02-27 22:41:00
9eb20492,84,1303.44,venda,vestuário,transferência,2025-01-17 22:41:00
55c9edb8,24,4668.0,venda,alimentação,cartão de crédito,2025-02-14 22:41:00
0e783eb8,99,3570.3,compra,vestuário,cartão de crédito,2025-01-25 22:41:00
5fdd5211,9,3599.74,venda,alimentação,boleto,2025-02-20 22:41:00
25528ec2,15,998.02,venda,livros,PIX,2025-02-25 22:41:00
eba50a9d,48,334.85,compra,automotivo,cartão de crédito,2025-02-27 22:41:00
35453e91,24,3970.39,venda,eletrônicos,boleto,2025-03-01 22:41:00
fceda9ea,73,4411.43,venda,alimentação,boleto,2025-03-07 22:41:00
ff2d2241,24,2768.97,compra,alimentação,transferência,2025-02-13 22:41:00
a3c9afad,98,2154.04,venda,automotivo,transferência,2025-02-19 22:41:00
f178503e,85,2908.84,compra,eletrônicos,boleto,2025-01-28 22:41:00
462365b1,68,4774.83,venda,vestuário,cartão de crédito,2025-01-19 22:41:00
50fed50e,4,2757.9,venda,livros,boleto,2025-02-18 22:41:00
da5332ed,10,3005.69,compra,vestuário,transferência,2025-02-06 22:41:00
22e8101c,7,104.16,venda,eletrônicos,PIX,2025-02-25 22:41:00
1405f62f,65,3890.18,compra,alimentação,boleto,2025-01-26 22:41:00
64619dcd,2,98.05,compra,vestuário,cartão de crédito,2025-03-02 22:41:00
b2c73174,37,1902.23,venda,vestuário,PIX,2025-02-18 22:41:00
3474ea39,82,4717.25,venda,automotivo,PIX,2025-02-04 22:41:00
0314caa3,36,768.01,venda,alimentação,transferência,2025-02-27 22:41:00
2cb73d2c,74,51.4,compra,alimentação,cartão de crédito,2025-01-16 22:41:00
b40a69e8,72,4474.73,compra,eletrônicos,cartão de crédito,2025-02-11 22:41:00
f3c57ead,18,4636.3,compra,alimentação,PIX,2025-02-08 22:41:00
076b6c08,40,1178.06,venda,automotivo,PIX,2025-02-17 22:41:00
a0a74111,59,4600.5,compra,livros,transferência,2025-02-08 22:41:00
98afd605,4,1507.03,compra,eletrônicos,transferência,2025-01-28 22:41:00
2dda96e3,96,65.97,venda,automotivo,cartão de crédito,2025-03-04 22:41:00
18aaeac4,91,3944.82,venda,eletrônicos,PIX,2025-02-02 22:41:00
985085a7,65,343.48,compra,automotivo,boleto,2025-01-15 22:41:00
2c558529,87,1473.56,venda,alimentação,cartão de crédito,2025-02-01 22:41:00
c39e5f2e,71,1020.6,venda,automotivo,transferência,2025-02-01 22:41:00
a500f127,51,2639.53,compra,eletrônicos,boleto,2025-01-10 22:41:00
7e388669,58,3766.01,compra,automotivo,transferência,2025-01-26 22:41:00
6e7b490b,26,406.71,venda,eletrônicos,cartão de crédito,2025-02-12 22:41:00
d4901412,46,2247.54,compra,eletrônicos,boleto,2025-03-02 22:41:00
5ef4fcd6,56,4841.37,venda,automotivo,cartão de crédito,2025-02-02 22:41:00
17760fe0,69,109.44,venda,vestuário,PIX,2025-02-23 22:41:00
0b255cec,59,1327.61,compra,eletrônicos,boleto,2025-03-05 22:41:00
45305dbc,66,1636.06,compra,alimentação,cartão de crédito,2025-03-08 22:41:00
1e3c4e69,60,1118.63,venda,alimentação,cartão de crédito,2025-01-13 22:41:00
11781d1f,24,2808.62,venda,vestuário,cartão de crédito,2025-03-09 22:41:00
144deedd,98,2266.0,venda,alimentação,cartão de crédito,2025-02-13 22:41:00
16402a93,96,1523.83,compra,livros,boleto,2025-03-08 22:41:00
9f20fc1c,15,4034.34,venda,alimentação,boleto,2025-01-25 22:41:00
02e53ff1,4,655.2,compra,alimentação,boleto,2025-02-25 22:41:00
b93b0f98,51,1177.03,compra,vestuário,PIX,2025-02-23 22:41:00
5813ec27,48,218.9,venda,alimentação,boleto,2025-02-18 22:41:00
3f253689,25,1200.08,compra,eletrônicos,boleto,2025-01-19 22:41:00
0bc38daf,79,699.53,compra,alimentação,PIX,2025-02-07 22:41:00
a225201c,81,662.02,compra,alimentação,cartão de crédito,2025-01-26 22:41:00
d7a0487d,2,4159.84,venda,vestuário,boleto,2025-02-03 22:41:00
f48d86df,60,2606.32,venda,eletrônicos,boleto,2025-01-13 22:41:00
5635eb2d,59,92.38,venda,vestuário,transferência,2025-02-27 22:41:00
b82318b8,58,578.4,venda,automotivo,boleto,2025-02-02 22:41:00
603184c1,55,222.97,compra,automotivo,transferência,2025-03-02 22:41:00
438e90c8,97,3879.68,compra,alimentação,PIX,2025-01-31 22:41:00
28ccf84a,31,2050.93,venda,eletrônicos,PIX,2025-02-10 22:41:00
9aefe586,75,1788.07,compra,livros,transferência,2025-02-13 22:41:00
3d221983,49,3017.14,compra,vestuário,boleto,2025-01-24 22:41:00
d14c6d22,28,3442.37,venda,livros,PIX,2025-02-24 22:41:00
a28d4b3c,42,895.61,compra,automotivo,cartão de crédito,2025-02-09 22:41:00
8feb700e,30,4784.56,venda,automotivo,boleto,2025-02-24 22:41:00
a8b6d68e,72,1528.53,venda,eletrônicos,boleto,2025-01-27 22:41:00
61778ac9,100,2946.39,venda,eletrônicos,transferência,2025-02-27 22:41:00
e01062e4,5,1824.86,compra,alimentação,PIX,2025-03-01 22:41:00
cf9578f6,20,135.76,venda,alimentação,transferência,2025-02-05 22:41:00
39f40b66,11,3965.71,venda,livros,PIX,2025-01-13 22:41:00
0130804b,57,3755.4,venda,eletrônicos,cartão de crédito,2025-01-24 22:41:00
bf1c7ae6,94,2250.48,compra,alimentação,transferência,2025-01-10 22:41:00
09b60e33,77,1769.1,venda,vestuário,boleto,2025-02-24 22:41:00
9681f65f,93,274.47,venda,eletrônicos,cartão de crédito,2025-02-23 22:41:00
cc771171,15,1079.4,venda,vestuário,PIX,2025-02-03 22:41:00
e1005e15,93,2925.34,compra,automotivo,cartão de crédito,2025-02-10 22:41:00
e036e5e8,66,3020.12,compra,livros,transferência,2025-02-12 22:41:00
56956526,65,2279.71,compra,vestuário,boleto,2025-02-25 22:41:00
a630fa6c,84,4544.09,compra,alimentação,PIX,2025-03-08 22:41:00
21252eac,79,3609.26,compra,eletrônicos,PIX,2025-02-21 22:41:00
fc613ae1,14,1796.35,venda,eletrônicos,boleto,2025-01-25 22:41:00
fd55ac6b,40,1974.72,venda,automotivo,boleto,2025-03-10 22:41:00
c7050e7f,42,2013.18,venda,eletrônicos,PIX,2025-03-09 22:41:00
b04becff,27,2734.37,compra,livros,boleto,2025-03-09 22:41:00
20b13e9a,83,909.61,venda,alimentação,boleto,2025-02-09 22:41:00
7bb2c6ec,41,1403.47,compra,automotivo,cartão de crédito,2025-02-21 22:41:00
ec2ca3ea,14,3193.91,venda,automotivo,boleto,2025-02-16 22:41:00
8f75a51e,90,1401.28,compra,livros,PIX,2025-01-10 22:41:00
d1a0033e,46,1069.74,compra,eletrônicos,transferência,2025-01-17 22:41:00
115ef9e9,62,3766.46,venda,livros,boleto,2025-01-25 22:41:00
6734b822,10,493.24,compra,eletrônicos,cartão de crédito,2025-02-02 22:41:00
7cd1203c,99,1157.66,compra,livros,cartão de crédito,2025-02-26 22:41:00
ede3127e,8,2540.59,compra,vestuário,cartão de crédito,2025-02-01 22:41:00
63d76544,24,3422.27,venda,livros,boleto,2025-02-08 22:41:00
2371f26d,86,1095.83,compra,eletrônicos,cartão de crédito,2025-02-04 22:41:00
e9519ec9,64,4260.99,venda,alimentação,boleto,2025-01-31 22:41:00
8e824b41,2,1114.86,venda,automotivo,boleto,2025-03-06 22:41:00
84bb95fc,2,260.81,venda,livros,boleto,2025-03-08 22:41:00
09eddaee,32,3724.55,venda,automotivo,cartão de crédito,2025-03-04 22:41:00
dc429b84,33,1280.91,venda,alimentação,boleto,2025-02-27 22:41:00
6bde4276,5,4271.38,compra,alimentação,cartão de crédito,2025-02-05 22:41:00
d70cfb4c,49,1939.71,venda,vestuário,PIX,2025-02-20 22:41:00
6afccf1c,80,2598.59,venda,alimentação,cartão de crédito,2025-02-04 22:41:00
a1f6ea50,84,2747.73,venda,livros,boleto,2025-03-07 22:41:00
c8d2f6eb,47,2432.78,venda,eletrônicos,PIX,2025-01-12 22:41:00
bb5c63c3,49,4524.48,compra,livros,transferência,2025-03-09 22:41:00
d358bf17,35,2926.36,venda,livros,cartão de crédito,2025-03-08 22:41:00
03c5ad19,16,1298.36,compra,vestuário,boleto,2025-03-02 22:41:00
b39abbd3,75,4532.46,venda,livros,transferência,2025-02-12 22:41:00
d5b78c4f,37,425.38,compra,automotivo,PIX,2025-01-13 22:41:00
b22ba46d,76,4519.36,venda,livros,cartão de crédito,2025-03-03 22:41:00
0aed08c9,76,3877.59,venda,automotivo,boleto,2025-01-21 22:41:00
fb0733b2,95,1821.6,venda,vestuário,transferência,2025-03-06 22:41:00
61ffeb02,49,3516.73,venda,vestuário,transferência,2025-01-27 22:41:00
63db7784,15,1773.07,venda,eletrônicos,cartão de crédito,2025-02-19 22:41:00
f765035e,32,3708.27,compra,automotivo,PIX,2025-01-12 22:41:00
487245d4,20,1832.25,venda,livros,cartão de crédito,2025-01-26 22:41:00
28b7b221,10,2535.62,compra,automotivo,transferência,2025-03-08 22:41:00
20300d7d,53,1518.8,compra,eletrônicos,cartão de crédito,2025-02-16 22:41:00
49ad3bda,62,2364.9,compra,eletrônicos,boleto,2025-03-10 22:41:00
a0c48232,71,2404.58,venda,livros,cartão de crédito,2025-01-30 22:41:00
c9bb200c,40,722.26,compra,livros,PIX,2025-03-01 22:41:00
1ea21f56,31,1247.76,compra,alimentação,PIX,2025-01-20 22:41:00
c36c07bd,87,3948.1,venda,eletrônicos,PIX,2025-02-23 22:41:00
1dda9334,63,1344.34,venda,alimentação,transferência,2025-02-13 22:41:00
dd725eeb,53,705.73,compra,alimentação,cartão de crédito,2025-01-28 22:41:00
95653b3c,77,668.76,compra,vestuário,transferência,2025-01-20 22:41:00
d36c86aa,8,1042.17,compra,automotivo,boleto,2025-02-20 22:41:00
e5c20535,35,4532.02,compra,automotivo,boleto,2025-02-14 22:41:00
d6c8fd55,75,1027.24,venda,eletrônicos,boleto,2025-02-06 22:41:00
4f18483f,11,3666.35,venda,eletrônicos,transferência,2025-01-11 22:41:00
37359d38,24,1699.66,compra,livros,boleto,2025-01-13 22:41:00
88fec90c,100,4433.84,compra,eletrônicos,boleto,2025-02-12 22:41:00
ca0dd961,74,2070.28,compra,vestuário,transferência,2025-03-07 22:41:00
